anime_id,Name,Score,Genres,Episodes
34543,Dive!!,6.08,"Comedy, Sports",12
34544,Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.69,"Action, Drama, Fantasy, Horror",1
34547,Shoukoku no Altair,7.55,"Adventure, Drama, Fantasy",24
34548,Cheer Danshi!! Specials,5.84,Sports,2
34549,Ryuu no Haisha,7.36,"Adventure, Fantasy",2
34550,Warau Salesman New,6.28,"Comedy, Drama",12
34552,Dream Festival! R,6.84,UNKNOWN,12
34561,Re:Creators,7.55,"Action, Fantasy, Sci-Fi",22
34565,Jikan no Shihaisha,6.3,"Action, Supernatural",13
34566,Boruto: Naruto Next Generations,6.06,"Action, Adventure, Fantasy",293
34572,Black Clover,8.14,"Action, Comedy, Fantasy",170
34577,Nanatsu no Taizai: Imashime no Fukkatsu,7.59,"Action, Adventure, Fantasy",24
34580,Nana Maru San Batsu,6.67,UNKNOWN,12
34589,"Onihei: Sono Otoko, Heizou Hasegawa",6.39,UNKNOWN,1
34591,Natsume Yuujinchou Roku,8.62,"Drama, Slice of Life, Supernatural",11
34592,Fushigi Naido,UNKNOWN,Fantasy,1
34595,"""Parade"" de Satie",5.22,Avant Garde,1
34599,Made in Abyss,8.66,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",13
34600,Nagoya Tetsudou Special Movie,UNKNOWN,Slice of Life,1
34601,Kubbe Gachapin Mukku,5.17,Fantasy,1
34602,Guomin Laogong Dai Huijia,6.01,"Drama, Romance",12
34604,UQ Holder! Mahou Sensei Negima! 2 OVA,7.19,"Action, Fantasy, Sci-Fi",3
34607,Lostorage Conflated WIXOSS,7.07,UNKNOWN,12
34611,Answer (2016),7.26,Drama,1
34612,Saiki Kusuo no Ψ-nan 2,8.42,"Comedy, Supernatural",24
34613,Garo: Honoo no Kokuin - Yurugaro,5.43,"Comedy, Fantasy",23
34614,Teekyuu 8 Specials,5.92,"Comedy, Sports",2
34615,Usakame Special,5.48,"Comedy, Sports",1
34618,Blend S,7.27,Comedy,12
34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,"Drama, Sci-Fi",26
34622,Giant Robo,5.8,Action,1
34623,Bakuon!! no Kobeya,6.15,"Comedy, Slice of Life",4
34625,Master of Torque: Epilogue,4.94,UNKNOWN,1
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.03,"Adventure, Comedy, Fantasy",1
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,5.01,Comedy,1
34629,MiniGARO,UNKNOWN,Comedy,2
34630,MiniGARO Manner Movie,UNKNOWN,Comedy,2
34631,Aitata Bocchi,5.42,"Avant Garde, Drama",1
34632,Such a Good Place to Die,5.53,Avant Garde,1
34633,Origami of Landscape,5.03,Avant Garde,1
34634,Sakana no Iu Koto wo Kiku,5.41,"Avant Garde, Drama",1
34636,Ballroom e Youkoso,8.18,Sports,24
34638,Jitaku Keibiin,6.6,Hentai,4
34639,Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,6.57,Hentai,1
34642,Shingeki no Bahamut: Genesis - Short Story,7.12,"Action, Adventure, Fantasy",2
34643,Kokekkou-san,UNKNOWN,UNKNOWN,26
34644,Brave Witches: Petersburg Daisenryaku,6.98,"Action, Sci-Fi, Ecchi",1
34647,3-gatsu no Lion Recap,6.7,Drama,1
34649,Soukyuu no Fafner: Dead Aggressor - The Beyond,7.24,"Action, Drama, Sci-Fi",3
34651,Zenmaiji-kake no Truffe,5.48,Fantasy,2
34652,Mochi Mochi Panda,UNKNOWN,UNKNOWN,4
34655,I Was King,6.41,Fantasy,1
34656,Ai Uta: Since 2007,5.2,UNKNOWN,1
34657,Kawazuno Mekaridoki,5.75,UNKNOWN,1
34658,Nekopara OVA,6.93,"Comedy, Romance",1
34659,Otokonoko ♂ Delivery,5.78,"Boys Love, Hentai",1
34661,Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,6.21,"Action, Fantasy",1
34662,Fate/Apocrypha,7.19,"Action, Fantasy, Supernatural",25
34664,Capsule Boy,UNKNOWN,Sci-Fi,26
34665,Kemy Lang Buka Chaka,UNKNOWN,Adventure,156
34666,Kemy,UNKNOWN,UNKNOWN,52
34667,Kemy Tamheomdae,UNKNOWN,Adventure,26
34669,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao 2nd Season,5.81,Comedy,26
34670,Monster Strike Anime,6.28,"Action, Fantasy",23
34673,Shin Skyers 5 EX,UNKNOWN,"Action, Sci-Fi",12
34674,Hwasan Golae,UNKNOWN,"Horror, Suspense",1
34675,Chou Yuu Sekai: Being the Reality,6.12,"Action, Adventure, Fantasy, Romance",20
34676,Xiong Chumo: Xiari Lianlian Kan,UNKNOWN,Comedy,52
34677,Xiong Chumo: Qiu Ri Tuantuanzhuan,UNKNOWN,Comedy,52
34678,Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,5.8,Action,1
34683,Hizukuri,UNKNOWN,"Adventure, Sci-Fi",1
34685,Kekkon Soudan Sho,5.27,UNKNOWN,1
34688,Owara Nai Chinkonka wo Utaou,UNKNOWN,"Drama, Supernatural",4
34689,Owara Nai Chinkonka wo Utaou: Seinen no Uta,UNKNOWN,"Drama, Supernatural",1
34690,Eiyuu ni wa Narenai Bokura Dakara,UNKNOWN,UNKNOWN,5
34691,Kyou mo Kyou to te Tape wa Mawaru,UNKNOWN,Comedy,1
34692,Umbrella Fighter!,UNKNOWN,Slice of Life,4
34693,"Saa, Ketatamashiki Kono Hibi ni",UNKNOWN,Slice of Life,4
34694,Kimi to no Tadashii Yakusoku,UNKNOWN,Sports,3
34695,Kimi to no Tadashii Yakusoku (2007),UNKNOWN,Sports,3
34696,Anata no Katagoshi Chotto Ue,UNKNOWN,"Comedy, Supernatural",3
34697,Shinmai,UNKNOWN,"Comedy, Slice of Life",4
34698,No Shiba no Shiba,UNKNOWN,"Comedy, Supernatural",2
34699,Sukui Agete Kurenai ka,4.97,Slice of Life,1
34700,Bikkuriman Kids: Theme Fighter Nyander,UNKNOWN,UNKNOWN,4
34701,Girls★Battle Aloe Megumi,UNKNOWN,"Action, Comedy",24
34704,Hashi no Ue no Ookami,UNKNOWN,UNKNOWN,1
34705,Tejina Shi,UNKNOWN,UNKNOWN,1
34706,Hitori Shika Inai Jibun,UNKNOWN,UNKNOWN,1
34707,Hoshino-kun no Ni Rui-da,UNKNOWN,Sports,1
34708,Kawaijuku Manavis CM,5.07,Slice of Life,1
34710,Choco Kyouju no Oheya,4.61,Comedy,1
34711,Benpiyaku Colace,UNKNOWN,Slice of Life,7
34712,Kujira no Kora wa Sajou ni Utau,7.17,"Drama, Fantasy, Mystery, Sci-Fi",12
34716,Crocotires Traction AAA,5.16,Sports,1
34717,Warau Tsuki,UNKNOWN,UNKNOWN,1
34718,Sekisou-tai,UNKNOWN,Avant Garde,1
34719,the FLY BanD!,4.93,UNKNOWN,1
34720,In Search of Axis,4.48,Avant Garde,3
34721,Samuroid Zero,4.57,Action,1
34722,Shiseido HG Super Hard,UNKNOWN,Comedy,6
34723,Youjo Shenki Episode 0,6.02,UNKNOWN,1
34724,Junlin Chengxia,UNKNOWN,"Comedy, Fantasy",13
34725,Kaito x Ansa,4.88,UNKNOWN,12
34726,Minna no Okayama-ken,UNKNOWN,Slice of Life,10
34733,One Room Special,5.48,Slice of Life,1
34734,"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!",6.53,Sports,1
34738,Sengoku Choujuu Giga: Otsu,5.83,Supernatural,13
34740,Yareruko! Densha Ecchi,6.62,Hentai,2
34741,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,5.99,"Adventure, Mystery, Sci-Fi",37
34742,Youjo Shenki,6.71,Comedy,12
34743,Shita-kiri Suzume (1974),UNKNOWN,UNKNOWN,1
34744,Kumo no Gakkou,UNKNOWN,"Drama, Slice of Life",1
34745,Mahoujin Guruguru (2017),7.81,"Adventure, Comedy, Fantasy",24
34746,Fussa-shi PR Anime,UNKNOWN,Slice of Life,2
34747,Meikoku Gakuen: Jutai-hen,7.05,Hentai,2
34751,Blood Lad: Kanketsu Kinen,6.49,UNKNOWN,1
34753,ChäoS;Child Episode 0,6.22,"Mystery, Sci-Fi, Supernatural",1
34754,Rilu Rilu Fairilu: Yousei no Door,6.95,"Fantasy, Slice of Life",59
34755,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,UNKNOWN,Comedy,1
34756,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,UNKNOWN,Adventure,1
34757,Town Workers,5.87,Slice of Life,3
34758,Momoiro Bouenkyou Anime Edition,5.7,Hentai,1
34759,Green Eyes: Ane Kyun! yori The Animation,6.85,Hentai,1
34762,Chen-Kuro Gakuen,5.3,Comedy,3
34763,Kine-Pass Gekijou,UNKNOWN,Comedy,3
34764,Kuro-Nikuru Girls,5.09,Comedy,3
34765,Chein Kuro-Nikuru!!,5.43,Comedy,12
34766,Elsword: Ain-ui Gieog Animation,5.97,"Action, Fantasy",1
34771,Dynamic Chord,4.58,UNKNOWN,12
34776,Eureka Seven AO: One More Time - Lord Don't Slow Me Down,6.62,"Action, Adventure, Drama, Sci-Fi",5
34777,"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",6.89,"Action, Drama",1
34779,Ar:pieL - 6-seosgae-ui Unmyeong,UNKNOWN,"Action, Fantasy",3
34782,Tama Pawns,5.52,"Comedy, Fantasy, Ecchi",6
34784,Kuroko no Basket: Oshaberi Shiyou ka,7.18,"Comedy, Sports",1
34785,Tamashichi!,5.55,UNKNOWN,1
34787,Idol Time PriPara,7.34,UNKNOWN,51
34790,Shin Biofermin S,UNKNOWN,Slice of Life,1
34792,Yoake Tsugeru Lu no Uta,7.39,"Adventure, Award Winning, Supernatural",1
34794,Yukai na Animal Bus,UNKNOWN,Comedy,12
34795,Tamashii Insert,6.85,Hentai,2
34798,Yuru Camp△,8.27,Slice of Life,12
34799,PriPri Chii-chan!!,6.3,"Comedy, Sci-Fi",36
34800,Action Heroine Cheer Fruits,6.52,"Comedy, Slice of Life",12
34802,Cobalt World,6.35,Slice of Life,1
34812,ViVid Strike! Specials,6.66,"Action, Drama",3
34813,Susume! Godzilland,5.99,Comedy,4
34815,Ningyohime,UNKNOWN,Fantasy,1
34817,Zo Zo Zo Zombie-kun,5.11,Comedy,2
34818,Sakura Internet,5.56,Drama,1
34820,Mazinger Z Movie: Infinity,6.87,"Action, Comedy, Sci-Fi",1
34821,"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",5.92,Hentai,1
34822,Tsuki ga Kirei,8.06,Romance,12
34823,Souryo to Majiwaru Shikiyoku no Yoru ni...,4.68,"Drama, Romance, Hentai",12
34825,Keppeki Danshi! Aoyama-kun,6.96,"Comedy, Sports",12
34826,Maple Town Monogatari (Movie),UNKNOWN,"Fantasy, Slice of Life",1
34830,Dance with Devils: Fortuna,6.28,"Fantasy, Romance",1
34831,Hanitarou desu.,UNKNOWN,"Comedy, Slice of Life",70
34834,Hina Logi: From Luck & Logic,6.64,"Action, Comedy, Fantasy",12
34835,Crayon Shin-chan Gaiden: Kazokuzure Ookami,6.69,"Action, Comedy, Ecchi",13
34836,Future Card Buddyfight Battsu,6.52,UNKNOWN,52
34839,Sanrio Danshi,6.68,Drama,12
34840,Kitsune Tsuki,6.15,Drama,1
34841,Haruniwa Ie no 3 Nin-me,UNKNOWN,"Comedy, Slice of Life, Supernatural",45
34843,Ponkotsu Quest x Monsterz,UNKNOWN,"Comedy, Fantasy",3
34844,Ponkotsu Quest x Gatchaman Special,5.47,"Comedy, Fantasy",1
34845,Ponkotsu Quest Specials,UNKNOWN,"Comedy, Fantasy",UNKNOWN
34847,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,UNKNOWN,"Comedy, Fantasy",UNKNOWN
34849,Konohana no Sakuya Mori,5.93,Avant Garde,1
34850,This Is My House,UNKNOWN,"Avant Garde, Comedy",1
34851,Kaibutsu Gakushou,5.51,Avant Garde,1
34852,Pikaia!!,5.77,"Drama, Slice of Life",13
34855,Gabriel DropOut Specials,7.62,"Comedy, Supernatural",2
34856,Cluster A,5.34,UNKNOWN,1
34857,Everyday Affair,5.4,UNKNOWN,1
34858,Toward Morning,5.57,UNKNOWN,1
34859,Tick Tock,5.51,UNKNOWN,1
34860,Dance XX,5.47,UNKNOWN,1
34861,Palladium: siroPd Motion Collective,UNKNOWN,UNKNOWN,5
34862,Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,5.74,"Action, Fantasy",1
34863,Zoku Touken Ranbu: Hanamaru,7.3,"Action, Comedy, Drama, Fantasy, Slice of Life",12
34864,"Wake Up, Girl Zoo! Taiwan de Go!",5.21,Comedy,1
34866,Yu☆Gi☆Oh! VRAINS,6.66,"Action, Fantasy, Sci-Fi",120
34868,Prism Season,UNKNOWN,UNKNOWN,1
34870,BanG Dream!: Asonjatta!,7.09,Slice of Life,1
34871,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,UNKNOWN,"Comedy, Fantasy",1
34872,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,5.11,Comedy,1
34877,Kaettekita Dr. Slump: Arale-chan Special,UNKNOWN,"Comedy, Sci-Fi",1
34878,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,5.66,"Comedy, Sci-Fi",1
34881,Aho Girl,6.75,"Comedy, Romance",12
34884,Keijo!!!!!!!! Specials,6.46,"Comedy, Ecchi",6
34887,Against,5.02,"Avant Garde, Fantasy",1
34888,Makeruna!! Aku no Gundan!,5.25,Comedy,12
34889,Cerberus,5.53,UNKNOWN,1
34891,Buppu na Mainichi,UNKNOWN,Comedy,27
34892,Gakuen Senki Muryou Recap,UNKNOWN,Adventure,1
34893,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,6.25,"Drama, Fantasy",2
34895,Zutto Suki Datta,5.62,"Drama, Hentai",2
34899,Monmusu Quest!,6.54,Hentai,2
34901,Beyblade Burst God,6.99,"Action, Adventure, Sci-Fi, Sports",51
34902,Tsurezure Children,7.56,"Comedy, Romance",12
34903,RoboMasters the Animated Series,6.33,Action,6
34904,Youjo Senki: Senkyou Houkoku,6.65,"Action, Fantasy",1
34905,Duel Masters (2017),5.53,"Action, Adventure, Comedy, Fantasy",51
34907,Through the Windows,5.49,UNKNOWN,1
34908,Calihara no Uta,5.38,UNKNOWN,1
34910,Heya (Music),5.1,UNKNOWN,1
34911,Cine Mileage Card x Asa da yo! Kaishain,UNKNOWN,Comedy,1
34914,New Game!!,7.71,Comedy,12
34915,The iDOLM@STER SideM,7.13,UNKNOWN,13
34918,Yaiyai Mori no Comic,UNKNOWN,Comedy,15
34919,Kekkon wo Iwau Usagi to Tora,UNKNOWN,Comedy,1
34924,Nenbutsu Monogatari,UNKNOWN,UNKNOWN,7
34925,Butten Monogatari,UNKNOWN,UNKNOWN,10
34926,Shinran Shounin to Ousha-jou no Higeki,UNKNOWN,Drama,1
34927,Rilu Rilu Fairilu: Mahou no Kagami,6.81,"Fantasy, Slice of Life",51
34928,Akindo Sei no Little Peso,UNKNOWN,"Comedy, Sci-Fi",12
34929,Kotowa Jiten: Hetana Teppou mo Kazu Ucha Ataru!,5.12,Action,1
34930,Joubuna Tire!,4.96,UNKNOWN,1
34931,Funi Funi Marshmallow,UNKNOWN,UNKNOWN,1
34933,Kakegurui,7.24,"Drama, Mystery",12
34934,Koi to Uso,6.5,"Drama, Romance",12
34935,Yowai Robot to 10 no Story Project,5.42,UNKNOWN,2
34936,Sword of Phantasia,5.45,Fantasy,1
34937,Ichinen Buri no The Animation,6.33,Hentai,1
34939,Tales of the Rays,5.94,Fantasy,2
34940,Dongguo Xiaojie,5.76,"Adventure, Supernatural",15
34941,Queen's Blade: Unlimited,5.81,"Action, Adventure, Fantasy, Ecchi",2
34943,T7S Longing for Summer Again and Again: Harukaze,6.16,UNKNOWN,1
34944,Bungou Stray Dogs: Dead Apple,7.92,"Action, Mystery, Supernatural",1
34946,Yuki no Joou,UNKNOWN,Fantasy,1
34948,Hakuouki: Otogisoushi Special,5.98,Fantasy,1
34949,Puru Pom,UNKNOWN,Comedy,9
34952,Koi to Byounetsu,5.73,UNKNOWN,1
34954,Yoshichirou no Keirei,5.18,UNKNOWN,1
34955,Kyoudai Koguma,5.21,Adventure,1
34957,Ookami wa Ookami da,5.09,Fantasy,1
34958,Sakana no Kuni,5.13,UNKNOWN,1
34959,Gakuen Shinshoku: XX of the Dead,6.46,Hentai,2
34960,Tesapuru da yo! Schedule no Au Hito dake Shuugou!,UNKNOWN,Comedy,6
34961,Yume Oukoku to Nemureru 100-nin no Ouji-sama: Short Stories,6.02,UNKNOWN,10
34962,Digimon Adventure tri. 5: Kyousei,7.16,"Action, Adventure, Comedy, Drama",1
34963,Yarimoku Beach ni Shuugakuryokou de!! The Animation,7.11,Hentai,1
34964,Killing Bites,6.56,"Action, Sci-Fi, Ecchi",12
34966,Jigoku Shoujo: Yoi no Togi,6.59,"Horror, Mystery, Supernatural",6
34969,Senga Tsubo,5.36,Fantasy,1
34972,Hakubo,6.51,Romance,1
34973,Love Live! Sunshine!! 2nd Season,7.58,Slice of Life,13
34974,Aragne no Mushikago,4.94,"Fantasy, Horror, Mystery",1
34975,Marvel Future Avengers,5.63,Action,26
34978,Nobunaga no Shinobi: Ise Kanegasaki-hen,7.14,Comedy,26
34979,Shounen Ashibe: Go! Go! Goma-chan 2,5.87,"Comedy, Slice of Life",32
34980,Fin-tan,5.04,Comedy,3
34982,Roba,5.38,Adventure,1
34984,Koi wa Ameagari no You ni,7.49,"Drama, Romance",12
34985,Shinkansen Henkei Robo Shinkalion,UNKNOWN,UNKNOWN,11
34990,Unicorn no Kyupi,UNKNOWN,Fantasy,UNKNOWN
34992,Byoudoku no Denpa,5.05,UNKNOWN,1
34993,Namake Gitsune,5.11,UNKNOWN,1
34997,Ao no Strada,5.14,Drama,4
34999,Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,6.13,"Comedy, Supernatural, Ecchi",1
35000,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,7.16,"Comedy, Romance, Sci-Fi, Ecchi",1
35002,Aware! Meisaku-kun: Meiji Saite Oishii Mozzarella,UNKNOWN,Comedy,1
35003,Tanoshii Saki Uta Animation,5.54,UNKNOWN,1
35004,T-sensei,UNKNOWN,Slice of Life,14
35006,Happy Party Train,7.48,UNKNOWN,1
35007,Kamigami no Ki: Xmas Special,5.65,"Comedy, Supernatural",1
35008,Midori no Kuni no Otomodachi: Koeda-chan,UNKNOWN,Fantasy,8
35009,Berserk Recap,6.02,"Action, Adventure, Drama, Fantasy, Horror",1
35011,Yankee Hamster,6.09,Comedy,110
35015,Ani ni Tsukeru Kusuri wa Nai!,7.48,"Comedy, Slice of Life",12
35018,Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,5.87,Comedy,1
35020,Sekai Jinken Sengen,UNKNOWN,Drama,1
35021,Hashire John,UNKNOWN,Drama,1
35022,Yuuki Aru Hotaru to Tobe Nai Hotaru,UNKNOWN,Drama,1
35023,Jun ga Kureta Inochi,UNKNOWN,Drama,1
35024,Onita no Boushi,UNKNOWN,Drama,1
35025,"""Eikou Naki Tensai-tachi"" Kara no Monogatari",UNKNOWN,Sports,2
35026,Yuukai Tsuresari ni Awanai,UNKNOWN,Drama,2
35027,Jibun de Jibun wo Mamoru,UNKNOWN,Drama,1
35028,Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,7.15,Hentai,2
35029,Tensei Kendo no Harem Colosseo,6.65,"Fantasy, Supernatural, Hentai",4
35030,Shiro to Takeshi,UNKNOWN,Drama,1
35031,Aoi Meno Ningyou Monogatari,UNKNOWN,Drama,1
35032,Kitty to Mimmy no Atarashii Kasa,UNKNOWN,UNKNOWN,1
35033,Sam to Chip no wa Hachamecha Dai Race,5.25,UNKNOWN,1
35034,Pokopon no Kitsune-gawa Onsen Henshin Gassen,UNKNOWN,Supernatural,1
35035,Sam-chan no Obake Nanka Kowaku Nai,UNKNOWN,Supernatural,1
35036,Eddy & Emmy no Initial Ring wa Futari de,UNKNOWN,UNKNOWN,1
35037,Pokopon no Satogaeri,UNKNOWN,UNKNOWN,1
35038,Eigo de Utatte Asobou,UNKNOWN,UNKNOWN,4
35039,Hello Kitty to Miyou: Nihon Mukashibanashi,UNKNOWN,Fantasy,7
35040,Minna no Taabou Konnichiwa,UNKNOWN,UNKNOWN,1
35041,Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,UNKNOWN,Sci-Fi,1
35042,Uchuu Bouei-tai Taabou no Toki no Tomatta Hoshi,UNKNOWN,Sci-Fi,1
35044,Tu Bian Ying Xiong Leaf,7,Comedy,12
35047,Mirai e no Tegami: Kono Michi no Tochuu kara,UNKNOWN,Drama,2
35048,Anime Tengu no Kakuresato,UNKNOWN,UNKNOWN,1
35049,Minna ga Shitteru: Kokoro Atatamaru Natsukashii Ohanashi Series,UNKNOWN,"Adventure, Fantasy, Romance, Supernatural",20
35050,Eiga de Utaou! Mother Goose,UNKNOWN,Fantasy,4
35051,Nendjuugyouji Animation Series,UNKNOWN,"Adventure, Fantasy, Supernatural",2
35052,Kagee Anime Series,UNKNOWN,Fantasy,4
35053,Minwa Anime Series,UNKNOWN,Fantasy,4
35054,Ni wa no Kotori,UNKNOWN,UNKNOWN,1
35055,Mametarou Ganbare,UNKNOWN,UNKNOWN,1
35056,Tsuki no Mine no Ookami,UNKNOWN,UNKNOWN,1
35057,Furidashita Ame,UNKNOWN,UNKNOWN,1
35058,Trojan wo Jibun no Te de,UNKNOWN,UNKNOWN,1
35059,Nobara (OVA),UNKNOWN,UNKNOWN,1
35060,Nihon no Obake-banashi,UNKNOWN,Horror,4
35061,Ohanashi de Te Koi,UNKNOWN,Fantasy,5
35062,Mahoutsukai no Yome,8.06,"Drama, Fantasy, Romance",24
35063,Dog Days'' Specials,6.34,"Action, Adventure, Fantasy",12
35067,Osomatsu-san 2nd Season,7.6,Comedy,25
35069,Sekai no Yami Zukan,4.69,"Horror, Supernatural",13
35070,3-nen D-gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,5.45,Comedy,1
35071,Noah's Animal Clinic Medical Book Record,UNKNOWN,"Comedy, Slice of Life",10
35072,Boruto: Jump Festa 2016 Special,6.14,"Action, Adventure, Fantasy",1
35073,Overlord II,7.76,"Action, Adventure, Fantasy",13
35074,Kaiketsu Zorori Movie: ZZ no Himitsu,UNKNOWN,"Adventure, Comedy",1
35075,Hoozuki no Reitetsu 2nd Season,7.88,"Comedy, Fantasy",13
35076,Juuni Taisen,6.54,Action,12
35077,Gooorgeous,5.57,Ecchi,1
35078,Mitsuboshi Colors,7.41,Slice of Life,12
35079,Kino no Tabi: The Beautiful World - The Animated Series,7.6,"Action, Adventure, Slice of Life",12
35081,The iDOLM@STER Million Live! 4-shuunen Kinen PV,6.5,Comedy,1
35082,Hibike! Euphonium Movie 2: Todoketai Melody,7.8,Drama,1
35084,Grimm Douwa Anime Series,UNKNOWN,Fantasy,4
35085,Kyouiku Eiga-sai Jushou Anime Series,UNKNOWN,Drama,4
35086,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",7.4,"Action, Supernatural",1
35090,Oyayubi-hime,UNKNOWN,Fantasy,1
35091,Hachigatsu Kokonoka Nagasaki,UNKNOWN,Drama,1
35092,Kakusenou Gakushuu Animation,UNKNOWN,UNKNOWN,1
35093,Saigo no Kuushuu: Kumagaya,UNKNOWN,Drama,1
35095,Hiroshima no Enoki,UNKNOWN,Drama,1
35098,San Tarou to Kaguya-hime no Koutsuu Anzen,UNKNOWN,Fantasy,1
35099,Zukkoke Sannin-gumi no Jitensha Kyoushitsu,UNKNOWN,Drama,1
35100,Zukkoke Sannin-gumi no Bousai Kyoushitsu,UNKNOWN,Drama,1
35101,Tono-sama no Chawan,UNKNOWN,UNKNOWN,1
35102,Hinamatsuri,7.04,UNKNOWN,1
35103,Tanabata Monogatari,UNKNOWN,UNKNOWN,1
35104,Christmas Carol,UNKNOWN,Supernatural,1
35105,Helen to Tomoni: Anne Sullivan,UNKNOWN,UNKNOWN,1
35106,Ninja Tamamaru,UNKNOWN,UNKNOWN,26
35107,Shin Ninja Tamamaru,UNKNOWN,UNKNOWN,26
35108,Ninja Tamamaru: Toukaidou Gojuusan-ji,UNKNOWN,UNKNOWN,26
35109,Ninja Tamamaru: Rule wo Mamotte Koutsuu Anzen! no Maki,UNKNOWN,UNKNOWN,1
35110,Haikyuu!! Movie 3: Sainou to Sense,8.14,Sports,1
35111,Haikyuu!! Movie 4: Concept no Tatakai,8.19,Sports,1
35112,Panpaka Pants O New-san,UNKNOWN,Comedy,24
35113,Africa no Salaryman,5.9,Comedy,10
35114,Clione no Akari,5.39,Drama,12
35115,Warau Salesman Episode 0,5.89,Supernatural,1
35116,Warau Salesman Dai SP-banashi,6.16,"Comedy, Drama, Supernatural",8
35118,Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,6.57,Comedy,1
35119,Youkai Shoujo,4.71,UNKNOWN,1
35120,Devilman: Crybaby,7.76,"Action, Avant Garde, Horror, Supernatural",10
35121,Shin Gakkou no Yuurei,UNKNOWN,"Horror, Supernatural, Suspense",1
35122,Shingeki no Kyotou,6.37,"Action, Fantasy",1
35123,Chirorin Mura Monogatari: Tomkurupii no Jishin Youjin,UNKNOWN,Drama,1
35124,Koala-chan no Shouboutai,UNKNOWN,Drama,1
35125,Chibi Maruko-chan: Hi no Youjin,UNKNOWN,Drama,1
35126,Chibi Maruko-chan: Jishin wo Kangaeru,UNKNOWN,Drama,1
35127,Rescue Q-tai no Katsuyaku,UNKNOWN,Drama,1
35128,Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,6.06,Drama,1
35129,Tottoko Hamtarou no Tottoko Taisetsu!! Koutsuu Rule,6.2,Drama,1
35130,Tat-chan - Momo-chan no Fushigina Taiken,UNKNOWN,Drama,1
35131,Luna-tan: 1-mannen no Himitsu,UNKNOWN,Fantasy,10
35133,Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,UNKNOWN,Comedy,2
35134,Koukyoushihen Eureka Seven Hi-Evolution 1,6.19,"Adventure, Drama, Sci-Fi",1
35135,Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,6.63,"Adventure, Drama, Sci-Fi",1
35136,Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,6.47,"Adventure, Drama, Sci-Fi",1
35137,Space Gundam V,5.46,"Action, Comedy",1
35138,Taikong Lixianji,UNKNOWN,"Action, Sci-Fi",26
35139,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,5.6,Comedy,1
35140,Heisei Matsue Kaidan: Ayashi,UNKNOWN,"Comedy, Horror, Supernatural",2
35141,Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,UNKNOWN,"Comedy, Horror",2
35142,Yoshida no Matsue Beauty Daisakusen,UNKNOWN,Comedy,3
35143,Yoshida no Matsue Beauty Daisakusen Prologue,5.1,Comedy,1
35145,Kobayashi-san Chi no OO Dragon,7.24,"Fantasy, Slice of Life",7
35147,Boku wa Ko Zou no Shouboutai,UNKNOWN,Drama,1
35148,Nyanta no Otanjoubi wa Kaji Sawagi!,UNKNOWN,UNKNOWN,1
35149,Zukkoke Sannin-gumi no Koutsuu Anzen,UNKNOWN,Drama,1
35150,Alan-kun no Koutsuu Rule wo Mamorou ne!,UNKNOWN,Sci-Fi,1
35151,Quiz de Manabu Pinocchio no Koutsuu Ansen,UNKNOWN,UNKNOWN,1
